scenario_id,mood,energy_level,time_available,time_of_day,occasion,relationship_stage,bonding_level,intimacy_level,couple_only,consent_required,scene_label,recommended_activity_id,recommended_activity,recommended_category,recommendation_probability,expected_engagement
3965,nostalgic,low,15,afternoon,date_night,just_met,5,moderate,true,false,memory_connection,15,Music Mood,watch_together,0.05254,0.66
3966,low_energy,very_low,60,late_night,weekend,just_met,4,light,false,false,gentle_connection,16,Watch Together,watch_together,0.4,0.715
3967,happy,low,30,morning,celebration,serious,2,light,false,false,positive_social,17,Couple Challenge,challenge,0.06867,0.694
3968,celebratory,very_low,20,evening,celebration,serious,4,light,false,false,celebration,3,Trivia Battle,competitive_game,0.07056,0.725
3969,happy,very_low,5,evening,date_night,just_met,3,light,false,false,positive_social,4,Tic Tac Toe,competitive_game,0.13008,0.61
3970,playful,very_low,20,morning,reunion,just_met,4,light,false,false,playful_social,8,Two Truths and a Lie,question_game,0.09944,0.69
3971,nostalgic,medium,60,morning,special_memory,long_term,5,moderate,true,false,memory_connection,11,Relationship Timeline,memory,0.1815,0.755
3972,romantic,low,20,morning,weekend,dating,1,moderate,true,false,romantic_connection,6,Scribble,creative_game,0.0549,0.67
3973,erotic,very_high,60,morning,late_night,dating,3,very_high,true,true,intimate_connection,25,Playful Teasing Cards,intimate_activity,0.1677,0.706
3974,calm,high,30,late_night,date_night,long_term,4,light,false,false,calm_connection,18,Truth or Dare,romantic_activity,0.07435,0.743
3975,relaxed,very_low,30,afternoon,reunion,serious,4,light,false,false,easy_connection,10,Memory Lane,memory,0.08783,0.743
3976,energetic,high,45,morning,rough_day,long_term,5,light,false,false,high_energy_fun,3,Trivia Battle,competitive_game,0.08396,0.66
3977,romantic,high,10,evening,long_distance,just_met,2,moderate,true,false,romantic_connection,1,Rapid Fire,question_game,0.05644,0.66
3978,erotic,high,60,late_night,weekend,new,1,very_high,true,true,intimate_connection,25,Playful Teasing Cards,intimate_activity,0.134,0.647
3979,energetic,low,20,morning,anniversary,long_term,5,light,false,false,high_energy_fun,22,Little Moments,memory,0.05932,0.78
3980,deep,very_low,10,afternoon,anniversary,dating,4,light,false,false,deep_connection,22,Little Moments,memory,0.05953,0.743
3981,deep,medium,60,late_night,just_because,serious,2,light,false,false,deep_connection,13,Future Plans,conversation,0.09174,0.684
3982,affectionate,low,5,evening,celebration,just_met,1,moderate,true,false,warm_connection,3,Trivia Battle,competitive_game,0.08463,0.59
3983,relaxed,very_low,45,evening,date_night,just_met,3,light,false,false,easy_connection,16,Watch Together,watch_together,0.44133,0.715
3984,nostalgic,low,5,late_night,weekend,serious,2,moderate,true,false,memory_connection,21,Compliment Challenge,romantic_activity,0.05693,0.684
3985,relaxed,medium,20,morning,holiday,dating,4,light,false,false,easy_connection,24,Date Night Roulette,date_activity,0.0622,0.768
3986,nostalgic,very_high,20,late_night,just_because,just_met,2,moderate,true,false,memory_connection,6,Scribble,creative_game,0.07563,0.635
3987,nostalgic,low,5,morning,birthday,long_term,2,moderate,true,false,memory_connection,23,Cozy Conversation,conversation,0.09054,0.764
3988,celebratory,low,20,afternoon,rough_day,just_met,3,light,false,false,celebration,8,Two Truths and a Lie,question_game,0.08408,0.715
3989,romantic,low,60,morning,celebration,new,4,moderate,true,false,romantic_connection,21,Compliment Challenge,romantic_activity,0.06601,0.708
3990,relaxed,medium,30,afternoon,birthday,just_met,1,light,false,false,easy_connection,5,Connect Four,competitive_game,0.09559,0.66
3991,happy,high,45,afternoon,late_night,just_met,1,light,false,false,positive_social,6,Scribble,creative_game,0.12097,0.66
3992,romantic,low,30,afternoon,birthday,serious,1,moderate,true,false,romantic_connection,6,Scribble,creative_game,0.08003,0.67
3993,happy,very_low,30,morning,reunion,long_term,4,light,false,false,positive_social,24,Date Night Roulette,date_activity,0.0794,0.718
3994,energetic,medium,45,late_night,weekend,long_term,5,light,false,false,high_energy_fun,7,Find the Spy,social_game,0.09983,0.695
3995,celebratory,high,15,late_night,late_night,long_term,1,light,false,false,celebration,3,Trivia Battle,competitive_game,0.06267,0.74
3996,romantic,very_low,20,morning,first_date,dating,5,moderate,true,false,romantic_connection,10,Memory Lane,memory,0.05353,0.775
3997,erotic,medium,20,evening,weekend,just_met,5,very_high,true,true,intimate_connection,3,Trivia Battle,competitive_game,0.08073,0.695
3998,low_energy,very_low,5,late_night,first_date,serious,2,light,false,false,gentle_connection,22,Little Moments,memory,0.11229,0.739
3999,low_energy,medium,20,afternoon,first_date,serious,2,light,false,false,gentle_connection,23,Cozy Conversation,conversation,0.06255,0.739
4000,romantic,very_high,20,evening,holiday,dating,4,moderate,true,false,romantic_connection,6,Scribble,creative_game,0.05723,0.695
4001,sensual,high,5,late_night,late_night,dating,5,high,true,true,sensual_connection,25,Playful Teasing Cards,intimate_activity,0.14882,0.835
4002,energetic,very_high,30,morning,first_date,long_term,2,light,false,false,high_energy_fun,12,Deep Questions,conversation,0.07654,0.645
4003,sensual,very_high,45,morning,long_distance,long_term,2,high,true,true,sensual_connection,22,Little Moments,memory,0.08942,0.669
4004,playful,low,45,morning,reunion,just_met,4,light,false,false,playful_social,1,Rapid Fire,question_game,0.09785,0.61
4005,calm,low,60,afternoon,first_date,serious,2,light,false,false,calm_connection,2,This or That,question_game,0.09043,0.615
4006,sensual,low,20,morning,special_memory,new,1,high,true,true,sensual_connection,11,Relationship Timeline,memory,0.08412,0.732
4007,nostalgic,medium,15,morning,special_memory,just_met,3,moderate,true,false,memory_connection,2,This or That,question_game,0.09738,0.66
4008,happy,low,20,afternoon,late_night,dating,3,light,false,false,positive_social,20,Romantic Q&A,intimate_activity,0.05842,0.756
4009,erotic,medium,30,afternoon,valentines,serious,2,very_high,true,true,intimate_connection,25,Playful Teasing Cards,intimate_activity,0.10104,0.744
4010,celebratory,very_high,60,morning,date_night,serious,3,light,false,false,celebration,14,Date Planner,date_activity,0.07197,0.626
4011,affectionate,very_high,45,afternoon,date_night,dating,3,moderate,true,false,warm_connection,9,How Well Do You Know Me,question_game,0.10862,0.706
4012,erotic,medium,5,afternoon,valentines,long_term,1,very_high,true,true,intimate_connection,20,Romantic Q&A,intimate_activity,0.11515,0.707
4013,deep,high,60,late_night,just_because,new,1,light,false,false,deep_connection,1,Rapid Fire,question_game,0.09585,0.64
4014,romantic,low,20,morning,first_date,long_term,4,moderate,true,false,romantic_connection,12,Deep Questions,conversation,0.06317,0.72
4015,celebratory,medium,15,evening,first_date,new,5,light,false,false,celebration,8,Two Truths and a Lie,question_game,0.08214,0.8
4016,affectionate,very_low,15,late_night,anniversary,just_met,5,moderate,true,false,warm_connection,12,Deep Questions,conversation,0.08459,0.635
4017,erotic,high,30,late_night,weekend,dating,5,very_high,true,true,intimate_connection,14,Date Planner,date_activity,0.09802,0.755
4018,celebratory,high,45,evening,valentines,long_term,5,light,false,false,celebration,17,Couple Challenge,challenge,0.07717,0.72
4019,low_energy,medium,45,morning,weekend,long_term,5,light,false,false,gentle_connection,15,Music Mood,watch_together,0.06885,0.635
4020,sensual,very_low,20,late_night,celebration,new,3,high,true,true,sensual_connection,25,Playful Teasing Cards,intimate_activity,0.08395,0.726
4021,erotic,very_low,20,late_night,weekend,just_met,1,very_high,true,true,intimate_connection,3,Trivia Battle,competitive_game,0.07724,0.645
4022,affectionate,very_high,20,afternoon,just_because,serious,4,moderate,true,false,warm_connection,9,How Well Do You Know Me,question_game,0.07218,0.798
4023,sensual,low,5,late_night,celebration,new,3,high,true,true,sensual_connection,22,Little Moments,memory,0.09091,0.776
4024,sensual,low,15,afternoon,celebration,new,2,high,true,true,sensual_connection,25,Playful Teasing Cards,intimate_activity,0.07589,0.739
4025,deep,very_low,45,afternoon,special_memory,just_met,4,light,false,false,deep_connection,16,Watch Together,watch_together,0.18557,0.635
4026,affectionate,low,45,afternoon,long_distance,dating,3,moderate,true,false,warm_connection,20,Romantic Q&A,intimate_activity,0.09289,0.756
4027,playful,very_high,5,evening,birthday,dating,2,light,false,false,playful_social,2,This or That,question_game,0.09966,0.69
4028,nostalgic,medium,10,morning,date_night,dating,2,moderate,true,false,memory_connection,18,Truth or Dare,romantic_activity,0.05568,0.744
4029,erotic,medium,5,evening,reunion,serious,3,very_high,true,true,intimate_connection,23,Cozy Conversation,conversation,0.08667,0.751
4030,playful,very_low,45,late_night,celebration,just_met,3,light,false,false,playful_social,3,Trivia Battle,competitive_game,0.15271,0.645
4031,deep,very_low,30,evening,first_date,dating,4,light,false,false,deep_connection,11,Relationship Timeline,memory,0.09308,0.763
4032,celebratory,very_high,30,morning,just_because,new,4,light,false,false,celebration,24,Date Night Roulette,date_activity,0.11289,0.798
4033,deep,low,15,evening,first_date,long_term,1,light,false,false,deep_connection,8,Two Truths and a Lie,question_game,0.07407,0.695
4034,romantic,high,60,morning,celebration,just_met,1,moderate,true,false,romantic_connection,3,Trivia Battle,competitive_game,0.19048,0.64
4035,calm,high,15,evening,date_night,long_term,5,light,false,false,calm_connection,23,Cozy Conversation,conversation,0.04859,0.75
4036,happy,low,10,late_night,long_distance,serious,4,light,false,false,positive_social,15,Music Mood,watch_together,0.05594,0.72
4037,relaxed,very_high,10,afternoon,late_night,dating,2,light,false,false,easy_connection,23,Cozy Conversation,conversation,0.07746,0.749
4038,relaxed,very_low,30,evening,first_date,just_met,5,light,false,false,easy_connection,2,This or That,question_game,0.11425,0.67
4039,affectionate,very_high,45,morning,holiday,long_term,2,moderate,true,false,warm_connection,6,Scribble,creative_game,0.08895,0.615
4040,deep,low,15,afternoon,birthday,just_met,4,light,false,false,deep_connection,1,Rapid Fire,question_game,0.07544,0.67
4041,romantic,very_high,45,afternoon,birthday,serious,2,moderate,true,false,romantic_connection,24,Date Night Roulette,date_activity,0.12356,0.694
4042,deep,very_high,30,afternoon,anniversary,dating,2,light,false,false,deep_connection,10,Memory Lane,memory,0.09314,0.669
4043,playful,very_high,20,late_night,just_because,long_term,3,light,false,false,playful_social,3,Trivia Battle,competitive_game,0.05989,0.715
4044,nostalgic,high,60,evening,special_memory,dating,2,moderate,true,false,memory_connection,11,Relationship Timeline,memory,0.19639,0.694
4045,sensual,very_high,10,late_night,late_night,new,5,high,true,true,sensual_connection,25,Playful Teasing Cards,intimate_activity,0.11206,0.81
4046,happy,high,15,afternoon,valentines,just_met,5,light,false,false,positive_social,2,This or That,question_game,0.07305,0.715
4047,romantic,very_high,45,evening,late_night,dating,4,moderate,true,false,romantic_connection,14,Date Planner,date_activity,0.06485,0.658
4048,happy,low,30,late_night,special_memory,long_term,4,light,false,false,positive_social,10,Memory Lane,memory,0.06892,0.688
4049,affectionate,medium,30,morning,holiday,serious,4,moderate,true,false,warm_connection,24,Date Night Roulette,date_activity,0.08168,0.768
4050,deep,high,5,afternoon,normal_day,just_met,5,light,false,false,deep_connection,12,Deep Questions,conversation,0.14641,0.61
4051,calm,medium,10,late_night,anniversary,dating,3,light,false,false,calm_connection,13,Future Plans,conversation,0.05663,0.756
4052,celebratory,high,45,late_night,weekend,serious,4,light,false,false,celebration,24,Date Night Roulette,date_activity,0.12156,0.743
4053,nostalgic,very_high,30,evening,reunion,just_met,4,moderate,true,false,memory_connection,3,Trivia Battle,competitive_game,0.08439,0.635
4054,energetic,very_low,60,late_night,late_night,just_met,1,light,false,false,high_energy_fun,6,Scribble,creative_game,0.11228,0.585
4055,celebratory,high,5,morning,normal_day,new,5,light,false,false,celebration,1,Rapid Fire,question_game,0.10843,0.74
4056,sensual,high,5,evening,long_distance,serious,3,high,true,true,sensual_connection,25,Playful Teasing Cards,intimate_activity,0.11567,0.751
4057,sensual,medium,5,evening,first_date,long_term,5,high,true,true,sensual_connection,25,Playful Teasing Cards,intimate_activity,0.13111,0.8
4058,happy,very_low,20,late_night,celebration,dating,3,light,false,false,positive_social,6,Scribble,creative_game,0.06811,0.725
4059,sensual,low,10,evening,rough_day,new,3,high,true,true,sensual_connection,22,Little Moments,memory,0.08621,0.836
4060,low_energy,high,30,evening,normal_day,dating,3,light,false,false,gentle_connection,3,Trivia Battle,competitive_game,0.06065,0.66
4061,happy,medium,60,late_night,long_distance,long_term,2,light,false,false,positive_social,8,Two Truths and a Lie,question_game,0.07576,0.66
4062,deep,very_low,10,evening,just_because,new,5,light,false,false,deep_connection,10,Memory Lane,memory,0.06399,0.775
4063,energetic,very_high,30,afternoon,just_because,dating,4,light,false,false,high_energy_fun,3,Trivia Battle,competitive_game,0.09724,0.715
4064,happy,low,15,morning,holiday,new,5,light,false,false,positive_social,6,Scribble,creative_game,0.05943,0.75
4065,sensual,high,20,afternoon,special_memory,serious,3,high,true,true,sensual_connection,25,Playful Teasing Cards,intimate_activity,0.08117,0.751
4066,erotic,very_low,45,late_night,special_memory,new,5,very_high,true,true,intimate_connection,22,Little Moments,memory,0.09635,0.675
4067,celebratory,low,60,late_night,holiday,long_term,1,light,false,false,celebration,24,Date Night Roulette,date_activity,0.12827,0.707
4068,affectionate,medium,30,evening,anniversary,just_met,1,moderate,true,false,warm_connection,5,Connect Four,competitive_game,0.11097,0.66
4069,playful,low,20,late_night,late_night,dating,1,light,false,false,playful_social,15,Music Mood,watch_together,0.05753,0.72
4070,celebratory,low,5,evening,celebration,long_term,3,light,false,false,celebration,1,Rapid Fire,question_game,0.10547,0.75
4071,sensual,high,20,evening,weekend,serious,4,high,true,true,sensual_connection,19,Flirty This or That,intimate_activity,0.07935,0.763
4072,affectionate,high,15,late_night,date_night,just_met,2,moderate,true,false,warm_connection,6,Scribble,creative_game,0.0546,0.66
4073,affectionate,medium,15,evening,anniversary,long_term,3,moderate,true,false,warm_connection,22,Little Moments,memory,0.07298,0.811
4074,erotic,very_high,20,afternoon,anniversary,just_met,5,very_high,true,true,intimate_connection,3,Trivia Battle,competitive_game,0.12591,0.635
4075,romantic,low,10,evening,reunion,serious,1,moderate,true,false,romantic_connection,24,Date Night Roulette,date_activity,0.06421,0.787
4076,sensual,very_low,20,afternoon,holiday,just_met,4,high,true,true,sensual_connection,3,Trivia Battle,competitive_game,0.09059,0.645
4077,calm,high,20,late_night,date_night,serious,2,light,false,false,calm_connection,14,Date Planner,date_activity,0.0562,0.719
4078,relaxed,high,30,evening,rough_day,just_met,5,light,false,false,easy_connection,3,Trivia Battle,competitive_game,0.08584,0.66
4079,nostalgic,very_high,20,late_night,birthday,serious,3,moderate,true,false,memory_connection,22,Little Moments,memory,0.06751,0.701
4080,low_energy,medium,45,afternoon,birthday,long_term,3,light,false,false,gentle_connection,16,Watch Together,watch_together,0.13068,0.715
4081,calm,low,20,late_night,special_memory,dating,1,light,false,false,calm_connection,15,Music Mood,watch_together,0.06764,0.74
4082,erotic,low,20,late_night,reunion,serious,5,very_high,true,true,intimate_connection,19,Flirty This or That,intimate_activity,0.07835,0.775
4083,happy,medium,60,afternoon,normal_day,serious,4,light,false,false,positive_social,8,Two Truths and a Lie,question_game,0.12121,0.66
4084,playful,medium,30,late_night,valentines,new,3,light,false,false,playful_social,18,Truth or Dare,romantic_activity,0.09494,0.836
4085,calm,high,60,afternoon,celebration,new,1,light,false,false,calm_connection,3,Trivia Battle,competitive_game,0.10899,0.64
4086,happy,very_low,45,morning,late_night,dating,1,light,false,false,positive_social,3,Trivia Battle,competitive_game,0.06918,0.585
4087,calm,high,15,afternoon,anniversary,dating,3,light,false,false,calm_connection,22,Little Moments,memory,0.0672,0.786
4088,nostalgic,medium,45,late_night,valentines,new,3,moderate,true,false,memory_connection,14,Date Planner,date_activity,0.07506,0.676
4089,affectionate,low,20,late_night,normal_day,just_met,1,moderate,true,false,warm_connection,15,Music Mood,watch_together,0.09983,0.66
4090,happy,very_high,45,morning,first_date,just_met,2,light,false,false,positive_social,3,Trivia Battle,competitive_game,0.11422,0.635
4091,celebratory,medium,60,late_night,first_date,just_met,5,light,false,false,celebration,2,This or That,question_game,0.11869,0.64
4092,celebratory,very_high,30,late_night,holiday,dating,1,light,false,false,celebration,3,Trivia Battle,competitive_game,0.1347,0.775
4093,playful,medium,30,afternoon,rough_day,serious,3,light,false,false,playful_social,15,Music Mood,watch_together,0.07071,0.695
4094,playful,medium,45,evening,reunion,serious,4,light,false,false,playful_social,8,Two Truths and a Lie,question_game,0.06711,0.66
4095,nostalgic,high,30,late_night,celebration,just_met,3,moderate,true,false,memory_connection,1,Rapid Fire,question_game,0.07858,0.64
4096,sensual,very_high,20,late_night,celebration,serious,5,high,true,true,sensual_connection,20,Romantic Q&A,intimate_activity,0.08233,0.725
4097,sensual,very_high,5,evening,rough_day,new,3,high,true,true,sensual_connection,22,Little Moments,memory,0.12188,0.761
4098,celebratory,very_high,15,morning,weekend,long_term,1,light,false,false,celebration,6,Scribble,creative_game,0.08796,0.775
4099,romantic,low,45,afternoon,normal_day,new,5,moderate,true,false,romantic_connection,14,Date Planner,date_activity,0.07551,0.695
4100,energetic,high,15,morning,valentines,dating,4,light,false,false,high_energy_fun,6,Scribble,creative_game,0.05552,0.74
4101,celebratory,very_high,20,afternoon,just_because,new,1,light,false,false,celebration,3,Trivia Battle,competitive_game,0.07671,0.715
4102,calm,very_low,10,morning,weekend,serious,4,light,false,false,calm_connection,23,Cozy Conversation,conversation,0.06068,0.763
4103,energetic,medium,20,afternoon,anniversary,long_term,5,light,false,false,high_energy_fun,6,Scribble,creative_game,0.05441,0.715
4104,deep,high,45,evening,date_night,dating,4,light,false,false,deep_connection,9,How Well Do You Know Me,question_game,0.09331,0.743
4105,deep,low,5,afternoon,valentines,long_term,3,light,false,false,deep_connection,19,Flirty This or That,intimate_activity,0.08289,0.731
4106,happy,low,45,afternoon,special_memory,long_term,4,light,false,false,positive_social,22,Little Moments,memory,0.10388,0.688
4107,calm,very_low,30,late_night,long_distance,dating,4,light,false,false,calm_connection,16,Watch Together,watch_together,0.10533,0.775
4108,playful,low,5,afternoon,just_because,dating,1,light,false,false,playful_social,1,Rapid Fire,question_game,0.13776,0.75
4109,affectionate,very_low,10,evening,weekend,dating,2,moderate,true,false,warm_connection,22,Little Moments,memory,0.06128,0.739
4110,relaxed,medium,30,morning,valentines,new,5,light,false,false,easy_connection,19,Flirty This or That,intimate_activity,0.04893,0.7
4111,erotic,very_high,15,afternoon,rough_day,just_met,4,very_high,true,true,intimate_connection,15,Music Mood,watch_together,0.08707,0.645
4112,calm,medium,30,morning,special_memory,long_term,5,light,false,false,calm_connection,10,Memory Lane,memory,0.0809,0.755
4113,low_energy,very_low,10,late_night,valentines,dating,5,light,false,false,gentle_connection,15,Music Mood,watch_together,0.0577,0.715
4114,playful,high,20,evening,special_memory,long_term,2,light,false,false,playful_social,10,Memory Lane,memory,0.06115,0.694
4115,affectionate,very_low,30,afternoon,birthday,long_term,5,moderate,true,false,warm_connection,24,Date Night Roulette,date_activity,0.07705,0.73
4116,sensual,very_low,45,morning,anniversary,long_term,1,high,true,true,sensual_connection,21,Compliment Challenge,romantic_activity,0.10407,0.707
4117,relaxed,low,15,afternoon,rough_day,long_term,2,light,false,false,easy_connection,15,Music Mood,watch_together,0.07412,0.8
4118,romantic,very_low,45,evening,late_night,serious,2,moderate,true,false,romantic_connection,14,Date Planner,date_activity,0.05934,0.634
4119,happy,very_high,45,morning,date_night,just_met,5,light,false,false,positive_social,3,Trivia Battle,competitive_game,0.15269,0.635
4120,energetic,low,15,morning,first_date,dating,4,light,false,false,high_energy_fun,1,Rapid Fire,question_game,0.06158,0.69
4121,affectionate,very_low,15,evening,valentines,new,1,moderate,true,false,warm_connection,23,Cozy Conversation,conversation,0.05308,0.727
4122,calm,low,5,afternoon,normal_day,dating,3,light,false,false,calm_connection,23,Cozy Conversation,conversation,0.11574,0.776
4123,energetic,very_high,5,morning,just_because,just_met,5,light,false,false,high_energy_fun,6,Scribble,creative_game,0.11613,0.635
4124,sensual,high,15,evening,celebration,dating,3,high,true,true,sensual_connection,25,Playful Teasing Cards,intimate_activity,0.07818,0.751
4125,sensual,high,10,evening,valentines,dating,1,high,true,true,sensual_connection,18,Truth or Dare,romantic_activity,0.09788,0.787
4126,sensual,low,30,morning,date_night,serious,5,high,true,true,sensual_connection,14,Date Planner,date_activity,0.08366,0.755
4127,celebratory,medium,15,afternoon,normal_day,serious,3,light,false,false,celebration,24,Date Night Roulette,date_activity,0.05604,0.776
4128,celebratory,very_low,5,late_night,first_date,serious,4,light,false,false,celebration,8,Two Truths and a Lie,question_game,0.10915,0.67
4129,playful,very_low,5,afternoon,date_night,dating,2,light,false,false,playful_social,19,Flirty This or That,intimate_activity,0.07471,0.694
4130,playful,high,30,afternoon,long_distance,long_term,2,light,false,false,playful_social,6,Scribble,creative_game,0.08201,0.74
4131,playful,high,15,late_night,date_night,serious,5,light,false,false,playful_social,6,Scribble,creative_game,0.05402,0.74
4132,relaxed,low,5,afternoon,celebration,dating,4,light,false,false,easy_connection,1,Rapid Fire,question_game,0.07887,0.67
4133,sensual,very_low,45,morning,normal_day,dating,5,high,true,true,sensual_connection,20,Romantic Q&A,intimate_activity,0.1236,0.695
4134,low_energy,medium,20,afternoon,special_memory,new,5,light,false,false,gentle_connection,11,Relationship Timeline,memory,0.06199,0.755
4135,happy,low,10,afternoon,normal_day,just_met,4,light,false,false,positive_social,6,Scribble,creative_game,0.09128,0.69
4136,deep,very_high,15,late_night,rough_day,new,3,light,false,false,deep_connection,11,Relationship Timeline,memory,0.05138,0.701
4137,nostalgic,high,5,afternoon,late_night,dating,1,moderate,true,false,memory_connection,22,Little Moments,memory,0.10372,0.702
4138,romantic,very_low,15,morning,rough_day,new,5,moderate,true,false,romantic_connection,10,Memory Lane,memory,0.06671,0.835
4139,erotic,high,5,evening,weekend,just_met,2,very_high,true,true,intimate_connection,1,Rapid Fire,question_game,0.08279,0.66
4140,romantic,medium,5,late_night,special_memory,dating,3,moderate,true,false,romantic_connection,13,Future Plans,conversation,0.06981,0.756
4141,deep,high,60,late_night,rough_day,long_term,3,light,false,false,deep_connection,16,Watch Together,watch_together,0.15631,0.67
4142,celebratory,very_low,15,morning,celebration,long_term,5,light,false,false,celebration,1,Rapid Fire,question_game,0.0646,0.725
4143,relaxed,high,45,evening,anniversary,just_met,1,light,false,false,easy_connection,6,Scribble,creative_game,0.07557,0.58
4144,calm,medium,20,afternoon,anniversary,long_term,5,light,false,false,calm_connection,11,Relationship Timeline,memory,0.06055,0.755
4145,nostalgic,very_high,20,late_night,valentines,serious,5,moderate,true,false,memory_connection,11,Relationship Timeline,memory,0.06184,0.725
4146,affectionate,very_low,10,late_night,celebration,just_met,4,moderate,true,false,warm_connection,6,Scribble,creative_game,0.08362,0.645
4147,romantic,very_high,5,morning,first_date,new,5,moderate,true,false,romantic_connection,1,Rapid Fire,question_game,0.08626,0.635
4148,deep,high,60,evening,celebration,serious,1,light,false,false,deep_connection,6,Scribble,creative_game,0.10929,0.64
4149,celebratory,very_low,10,morning,anniversary,dating,1,light,false,false,celebration,1,Rapid Fire,question_game,0.05564,0.665
4150,sensual,medium,60,evening,rough_day,new,5,high,true,true,sensual_connection,20,Romantic Q&A,intimate_activity,0.12164,0.755
4151,sensual,very_high,15,evening,first_date,long_term,1,high,true,true,sensual_connection,25,Playful Teasing Cards,intimate_activity,0.0922,0.702
4152,erotic,very_high,45,morning,valentines,new,3,very_high,true,true,intimate_connection,20,Romantic Q&A,intimate_activity,0.1446,0.681
4153,nostalgic,low,30,evening,just_because,just_met,4,moderate,true,false,memory_connection,15,Music Mood,watch_together,0.09346,0.66
4154,low_energy,very_low,60,evening,rough_day,new,2,light,false,false,gentle_connection,15,Music Mood,watch_together,0.14947,0.695
4155,relaxed,high,5,evening,holiday,long_term,5,light,false,false,easy_connection,22,Little Moments,memory,0.0815,0.75
4156,low_energy,very_high,45,late_night,holiday,dating,4,light,false,false,gentle_connection,23,Cozy Conversation,conversation,0.08416,0.633
4157,romantic,very_high,10,evening,special_memory,long_term,2,moderate,true,false,romantic_connection,14,Date Planner,date_activity,0.05111,0.714
4158,romantic,very_high,10,morning,special_memory,just_met,5,moderate,true,false,romantic_connection,1,Rapid Fire,question_game,0.08401,0.635
4159,affectionate,medium,10,morning,long_distance,long_term,5,moderate,true,false,warm_connection,9,How Well Do You Know Me,question_game,0.06932,0.86
4160,nostalgic,medium,45,late_night,reunion,serious,4,moderate,true,false,memory_connection,11,Relationship Timeline,memory,0.12801,0.743
4161,celebratory,high,15,evening,special_memory,long_term,2,light,false,false,celebration,11,Relationship Timeline,memory,0.05778,0.694
4162,deep,medium,30,evening,holiday,long_term,4,light,false,false,deep_connection,24,Date Night Roulette,date_activity,0.08102,0.768
4163,playful,low,15,afternoon,first_date,serious,3,light,false,false,playful_social,12,Deep Questions,conversation,0.05502,0.72
4164,low_energy,medium,30,afternoon,just_because,long_term,5,light,false,false,gentle_connection,24,Date Night Roulette,date_activity,0.07411,0.78
4165,nostalgic,high,15,morning,celebration,just_met,3,moderate,true,false,memory_connection,2,This or That,question_game,0.0555,0.635
4166,relaxed,low,20,late_night,valentines,just_met,1,light,false,false,easy_connection,5,Connect Four,competitive_game,0.07013,0.635
4167,celebratory,high,20,evening,valentines,new,3,light,false,false,celebration,14,Date Planner,date_activity,0.05688,0.731
4168,calm,medium,5,evening,special_memory,serious,3,light,false,false,calm_connection,4,Tic Tac Toe,competitive_game,0.05525,0.66
4169,celebratory,high,20,late_night,anniversary,just_met,1,light,false,false,celebration,8,Two Truths and a Lie,question_game,0.10728,0.715
4170,affectionate,medium,45,afternoon,normal_day,just_met,4,moderate,true,false,warm_connection,3,Trivia Battle,competitive_game,0.07229,0.555
4171,happy,very_low,60,evening,late_night,serious,2,light,false,false,positive_social,16,Watch Together,watch_together,0.23729,0.695
4172,deep,low,10,evening,special_memory,long_term,2,light,false,false,deep_connection,13,Future Plans,conversation,0.07452,0.799
4173,low_energy,very_high,10,late_night,long_distance,serious,5,light,false,false,gentle_connection,10,Memory Lane,memory,0.07364,0.785
4174,low_energy,very_high,60,evening,long_distance,just_met,1,light,false,false,gentle_connection,15,Music Mood,watch_together,0.26957,0.645
4175,nostalgic,very_low,15,morning,special_memory,new,2,moderate,true,false,memory_connection,13,Future Plans,conversation,0.04956,0.694
4176,nostalgic,very_low,5,evening,holiday,new,4,moderate,true,false,memory_connection,11,Relationship Timeline,memory,0.06214,0.683
4177,calm,very_high,20,late_night,rough_day,serious,1,light,false,false,calm_connection,10,Memory Lane,memory,0.06862,0.737
4178,calm,medium,15,late_night,just_because,just_met,3,light,false,false,calm_connection,15,Music Mood,watch_together,0.08092,0.715
4179,romantic,high,5,late_night,reunion,dating,4,moderate,true,false,romantic_connection,23,Cozy Conversation,conversation,0.07196,0.738
4180,romantic,high,10,morning,celebration,dating,2,moderate,true,false,romantic_connection,17,Couple Challenge,challenge,0.06039,0.744
4181,sensual,medium,30,morning,first_date,long_term,2,high,true,true,sensual_connection,25,Playful Teasing Cards,intimate_activity,0.0823,0.684
4182,calm,high,20,afternoon,special_memory,long_term,3,light,false,false,calm_connection,23,Cozy Conversation,conversation,0.05631,0.726
4183,romantic,very_low,15,evening,rough_day,new,5,moderate,true,false,romantic_connection,10,Memory Lane,memory,0.06671,0.835
4184,happy,high,20,evening,holiday,dating,5,light,false,false,positive_social,3,Trivia Battle,competitive_game,0.07495,0.8
4185,romantic,high,10,late_night,birthday,new,5,moderate,true,false,romantic_connection,1,Rapid Fire,question_game,0.05451,0.72
4186,energetic,very_high,15,evening,rough_day,serious,1,light,false,false,high_energy_fun,6,Scribble,creative_game,0.07089,0.715
4187,celebratory,very_low,60,late_night,holiday,dating,1,light,false,false,celebration,24,Date Night Roulette,date_activity,0.13873,0.682
4188,celebratory,very_high,5,morning,reunion,serious,3,light,false,false,celebration,17,Couple Challenge,challenge,0.09502,0.731
4189,romantic,very_high,45,evening,birthday,just_met,3,moderate,true,false,romantic_connection,16,Watch Together,watch_together,0.19296,0.585
